ID,Type,SKU,Name,Published,Short description,Description,Regular price,Sale price,Categories,Images,Stock,Manage stock,Backorders,Tax status,Tax class,Tags
,simple,MAXBOLT-GALLANT-TOUR,MAXBOLT GALLANT TOUR,1,MAXBOLT GALLANT TOUR - high-quality Racket in the Badminton category.,MAXBOLT GALLANT TOUR is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://placehold.co/600x600/f5f5f5/333333.png?text=MAXBOLT%20GALLANT%20TOUR,10,yes,no,taxable,standard,
,simple,MAXBOLT-NAVIGATOR,MAXBOLT NAVIGATOR,1,MAXBOLT NAVIGATOR - high-quality Racket in the Badminton category.,MAXBOLT NAVIGATOR is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://placehold.co/600x600/f5f5f5/333333.png?text=MAXBOLT%20NAVIGATOR,10,yes,no,taxable,standard,
,simple,MAXBOLT-RAPTOR-9,MAXBOLT RAPTOR 9,1,MAXBOLT RAPTOR 9 - high-quality Racket in the Badminton category.,MAXBOLT RAPTOR 9 is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://placehold.co/600x600/f5f5f5/333333.png?text=MAXBOLT%20RAPTOR%209,10,yes,no,taxable,standard,
,simple,MAXBOLT-SILVER,MAXBOLT SILVER,1,MAXBOLT SILVER - high-quality Racket in the Badminton category.,MAXBOLT SILVER is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://placehold.co/600x600/f5f5f5/333333.png?text=MAXBOLT%20SILVER,10,yes,no,taxable,standard,
,simple,MAXBOLT-SUPERSTAR-11,MAXBOLT SUPERSTAR 11,1,MAXBOLT SUPERSTAR 11 - high-quality Racket in the Badminton category.,MAXBOLT SUPERSTAR 11 is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://placehold.co/600x600/f5f5f5/333333.png?text=MAXBOLT%20SUPERSTAR%2011,10,yes,no,taxable,standard,
,simple,MAXBOLT-SUPERSTAR-LT,MAXBOLT SUPERSTAR LT,1,MAXBOLT SUPERSTAR LT - high-quality Racket in the Badminton category.,MAXBOLT SUPERSTAR LT is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://placehold.co/600x600/f5f5f5/333333.png?text=MAXBOLT%20SUPERSTAR%20LT,10,yes,no,taxable,standard,
,simple,MENS-HI-QUARTER-SOCKS,MENS HI QUARTER SOCKS,1,MENS HI QUARTER SOCKS - high-quality product in the Clothing category.,MENS HI QUARTER SOCKS is a premium product designed for Clothing training and matches. Ideal for athletes and sports enthusiasts.,999,,Clothing,https://placehold.co/600x600/f5f5f5/333333.png?text=MENS%20HI%20QUARTER%20SOCKS,10,yes,no,taxable,standard,
,simple,MERCURY-PLUS,MERCURY PLUS,1,MERCURY PLUS - high-quality product in the Cricket category.,MERCURY PLUS is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=MERCURY%20PLUS,10,yes,no,taxable,standard,
,simple,MESSI-ARG-AWAY-KIDS,MESSI ARG AWAY KIDS,1,MESSI ARG AWAY KIDS - high-quality product in the clothing category.,MESSI ARG AWAY KIDS is a premium product designed for clothing training and matches. Ideal for athletes and sports enthusiasts.,999,,clothing,https://placehold.co/600x600/f5f5f5/333333.png?text=MESSI%20ARG%20AWAY%20KIDS,10,yes,no,taxable,standard,
,simple,MIZNO-CARBO-PRO,MIZNO CARBO PRO,1,MIZNO CARBO PRO - high-quality Racket in the Badminton category.,MIZNO CARBO PRO is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://placehold.co/600x600/f5f5f5/333333.png?text=MIZNO%20CARBO%20PRO,10,yes,no,taxable,standard,
,simple,MUSCLE-POWER-29,MUSCLE POWER 29,1,MUSCLE POWER 29 - high-quality Racket in the Badminton category.,MUSCLE POWER 29 is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://placehold.co/600x600/f5f5f5/333333.png?text=MUSCLE%20POWER%2029,10,yes,no,taxable,standard,
,simple,NANO-FLARE-700-GAME,NANO FLARE 700 GAME,1,NANO FLARE 700 GAME - high-quality Racket in the Badminton category.,NANO FLARE 700 GAME is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://placehold.co/600x600/f5f5f5/333333.png?text=NANO%20FLARE%20700%20GAME,10,yes,no,taxable,standard,
,simple,NANO-FLARE-700-PLAY-4U,NANO FLARE 700 PLAY 4U,1,NANO FLARE 700 PLAY 4U - high-quality Racket in the Badminton category.,NANO FLARE 700 PLAY 4U is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://placehold.co/600x600/f5f5f5/333333.png?text=NANO%20FLARE%20700%20PLAY%204U,10,yes,no,taxable,standard,
,simple,NANO-FLARE-800-PLAY4U,NANO FLARE 800 PLAY4U,1,NANO FLARE 800 PLAY4U - high-quality Racket in the Badminton category.,NANO FLARE 800 PLAY4U is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://placehold.co/600x600/f5f5f5/333333.png?text=NANO%20FLARE%20800%20PLAY4U,10,yes,no,taxable,standard,
,simple,NANO-FUSION-722,NANO FUSION 722,1,NANO FUSION 722 - high-quality Racket in the Badminton category.,NANO FUSION 722 is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://placehold.co/600x600/f5f5f5/333333.png?text=NANO%20FUSION%20722,10,yes,no,taxable,standard,
,simple,NANO-FUSION-9000-ULTRA-APACS,NANO FUSION 9000 ULTRA APACS,1,NANO FUSION 9000 ULTRA APACS - high-quality Racket in the Badminton category.,NANO FUSION 9000 ULTRA APACS is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://placehold.co/600x600/f5f5f5/333333.png?text=NANO%20FUSION%209000%20ULTRA%20APACS,10,yes,no,taxable,standard,
,simple,NANOFLARE-1000-PLAY-4U,NANOFLARE 1000 PLAY 4U,1,NANOFLARE 1000 PLAY 4U - high-quality Racket in the Badminton category.,NANOFLARE 1000 PLAY 4U is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://lightslategrey-monkey-361905.hostingersite.com/wp-content/uploads/2026/09/nanoflare_1000play.webp,10,yes,no,taxable,standard,
,simple,NANOFLARE-1000TOUR-LIGHTENING-YELLOW,NANOFLARE 1000TOUR LIGHTENING YELLOW,1,NANOFLARE 1000TOUR LIGHTENING YELLOW - high-quality Racket in the Badminton category.,NANOFLARE 1000TOUR LIGHTENING YELLOW is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://placehold.co/600x600/f5f5f5/333333.png?text=NANOFLARE%201000TOUR%20LIGHTENING%20,10,yes,no,taxable,standard,
,simple,NANOFLARE-700-PLAY,NANOFLARE 700 PLAY,1,NANOFLARE 700 PLAY - high-quality Racket in the Badminton category.,NANOFLARE 700 PLAY is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://lightslategrey-monkey-361905.hostingersite.com/wp-content/uploads/2026/09/nano-flare-700-play.webp,10,yes,no,taxable,standard,
,simple,NANORAY-72-LIGHT-G4,NANORAY 72 LIGHT G4,1,NANORAY 72 LIGHT G4 - high-quality Racket in the Badminton category.,NANORAY 72 LIGHT G4 is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://lightslategrey-monkey-361905.hostingersite.com/wp-content/uploads/2026/09/NanorayGld1_720x_54695424-b848-4cca-8b4d-be1b567b7078.webp,10,yes,no,taxable,standard,
,simple,NIKE-VIETNAM,NIKE VIETNAM,1,NIKE VIETNAM - high-quality product in the Fitness category.,NIKE VIETNAM is a premium product designed for Fitness training and matches. Ideal for athletes and sports enthusiasts.,999,,Fitness,https://placehold.co/600x600/f5f5f5/333333.png?text=NIKE%20VIETNAM,10,yes,no,taxable,standard,
,simple,NIVIA-F-BALL-ENCOUNTER,NIVIA F/BALL ENCOUNTER,1,NIVIA F/BALL ENCOUNTER - high-quality product in the Football category.,NIVIA F/BALL ENCOUNTER is a premium product designed for Football training and matches. Ideal for athletes and sports enthusiasts.,999,,Football,https://placehold.co/600x600/f5f5f5/333333.png?text=NIVIA%20F%2FBALL%20ENCOUNTER,10,yes,no,taxable,standard,
,simple,NIVIA-HAND-PUMP,NIVIA HAND PUMP,1,NIVIA HAND PUMP - high-quality product in the pump category.,NIVIA HAND PUMP is a premium product designed for pump training and matches. Ideal for athletes and sports enthusiasts.,999,,pump,https://placehold.co/600x600/f5f5f5/333333.png?text=NIVIA%20HAND%20PUMP,10,yes,no,taxable,standard,
,simple,NIVIA-STOCKINGS-ENCOUNTER,NIVIA STOCKINGS ENCOUNTER,1,NIVIA STOCKINGS ENCOUNTER - high-quality product in the Football category.,NIVIA STOCKINGS ENCOUNTER is a premium product designed for Football training and matches. Ideal for athletes and sports enthusiasts.,999,,Football,https://placehold.co/600x600/f5f5f5/333333.png?text=NIVIA%20STOCKINGS%20ENCOUNTER,10,yes,no,taxable,standard,
,simple,NONO-G95-GUTTING,NONO G95 GUTTING,1,NONO G95 GUTTING - high-quality Racket in the Badminton category.,NONO G95 GUTTING is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://placehold.co/600x600/f5f5f5/333333.png?text=NONO%20G95%20GUTTING,10,yes,no,taxable,standard,
,simple,PICKLE-BALL-GEELI,PICKLE BALL GEELI,1,PICKLE BALL GEELI - high-quality product in the Pickle Ball category.,PICKLE BALL GEELI is a premium product designed for Pickle Ball training and matches. Ideal for athletes and sports enthusiasts.,999,,Pickle Ball,https://placehold.co/600x600/f5f5f5/333333.png?text=PICKLE%20BALL%20GEELI,10,yes,no,taxable,standard,
,simple,PICKLE-BALL-VECTORX,PICKLE BALL VECTORX,1,PICKLE BALL VECTORX - high-quality product in the Pickle Ball category.,PICKLE BALL VECTORX is a premium product designed for Pickle Ball training and matches. Ideal for athletes and sports enthusiasts.,999,,Pickle Ball,https://placehold.co/600x600/f5f5f5/333333.png?text=PICKLE%20BALL%20VECTORX,10,yes,no,taxable,standard,
,simple,POPULAR-WILLOW-CRICKET-BAT,POPULAR WILLOW CRICKET BAT,1,POPULAR WILLOW CRICKET BAT - high-quality product in the Cricket category.,POPULAR WILLOW CRICKET BAT is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=POPULAR%20WILLOW%20CRICKET%20BAT,10,yes,no,taxable,standard,
,simple,POWER-GRIP,POWER GRIP,1,POWER GRIP - high-quality Racket in the Badminton category.,POWER GRIP is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://placehold.co/600x600/f5f5f5/333333.png?text=POWER%20GRIP,10,yes,no,taxable,standard,
,simple,POWER-STORM,POWER STORM,1,POWER STORM - high-quality Racket in the Badminton category.,POWER STORM is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://placehold.co/600x600/f5f5f5/333333.png?text=POWER%20STORM,10,yes,no,taxable,standard,
,simple,POWERFLO-812-LITE-CARLTON,POWERFLO 812 LITE CARLTON,1,POWERFLO 812 LITE CARLTON - high-quality Racket in the Badminton category.,POWERFLO 812 LITE CARLTON is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://placehold.co/600x600/f5f5f5/333333.png?text=POWERFLO%20812%20LITE%20CARLTON,10,yes,no,taxable,standard,
,simple,POWERTEK-100-SET-OF-2,POWERTEK 100 SET OF 2,1,POWERTEK 100 SET OF 2 - high-quality Racket in the Badminton category.,POWERTEK 100 SET OF 2 is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://placehold.co/600x600/f5f5f5/333333.png?text=POWERTEK%20100%20SET%20OF%202,10,yes,no,taxable,standard,
,simple,POWERTEK-STAR-SET-OF-2,POWERTEK STAR SET OF 2,1,POWERTEK STAR SET OF 2 - high-quality Racket in the Badminton category.,POWERTEK STAR SET OF 2 is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://placehold.co/600x600/f5f5f5/333333.png?text=POWERTEK%20STAR%20SET%20OF%202,10,yes,no,taxable,standard,
,simple,POWERTEK-STAR-SHUTTLECOCK,POWERTEK STAR SHUTTLECOCK,1,POWERTEK STAR SHUTTLECOCK - high-quality Racket in the Badminton category.,POWERTEK STAR SHUTTLECOCK is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://placehold.co/600x600/f5f5f5/333333.png?text=POWERTEK%20STAR%20SHUTTLECOCK,10,yes,no,taxable,standard,
,simple,PUMA-SHORTS,PUMA SHORTS,1,PUMA SHORTS - high-quality product in the clothing category.,PUMA SHORTS is a premium product designed for clothing training and matches. Ideal for athletes and sports enthusiasts.,999,,clothing,https://placehold.co/600x600/f5f5f5/333333.png?text=PUMA%20SHORTS,10,yes,no,taxable,standard,
,simple,PVC-CRICKET-BAT-BLACK,PVC CRICKET BAT BLACK,1,PVC CRICKET BAT BLACK - high-quality product in the Cricket category.,PVC CRICKET BAT BLACK is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=PVC%20CRICKET%20BAT%20BLACK,10,yes,no,taxable,standard,
,simple,PVC-CRICKET-BAT-COLOUR,PVC CRICKET BAT COLOUR,1,PVC CRICKET BAT COLOUR - high-quality product in the Cricket category.,PVC CRICKET BAT COLOUR is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=PVC%20CRICKET%20BAT%20COLOUR,10,yes,no,taxable,standard,
,simple,QUANTUM,QUANTUM,1,QUANTUM - high-quality Racket in the Badminton category.,QUANTUM is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://placehold.co/600x600/f5f5f5/333333.png?text=QUANTUM,10,yes,no,taxable,standard,
,simple,RAPIDITY-680,RAPIDITY 680,1,RAPIDITY 680 - high-quality Racket in the Badminton category.,RAPIDITY 680 is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://placehold.co/600x600/f5f5f5/333333.png?text=RAPIDITY%20680,10,yes,no,taxable,standard,
,simple,RCB-T-SHIRT,RCB T SHIRT,1,RCB T SHIRT - high-quality product in the clothing category.,RCB T SHIRT is a premium product designed for clothing training and matches. Ideal for athletes and sports enthusiasts.,999,,clothing,https://placehold.co/600x600/f5f5f5/333333.png?text=RCB%20T%20SHIRT,10,yes,no,taxable,standard,
,simple,RELAY-BATTON,RELAY BATTON,1,RELAY BATTON - high-quality product in the Athletics category.,RELAY BATTON is a premium product designed for Athletics training and matches. Ideal for athletes and sports enthusiasts.,999,,Athletics,https://placehold.co/600x600/f5f5f5/333333.png?text=RELAY%20BATTON,10,yes,no,taxable,standard,
,simple,ROLLER-SKATE-BABY,ROLLER SKATE BABY,1,ROLLER SKATE BABY - high-quality product in the Skating category.,ROLLER SKATE BABY is a premium product designed for Skating training and matches. Ideal for athletes and sports enthusiasts.,999,,Skating,https://placehold.co/600x600/f5f5f5/333333.png?text=ROLLER%20SKATE%20BABY,10,yes,no,taxable,standard,
,simple,ROLLER-SKATE-BIG,ROLLER SKATE BIG,1,ROLLER SKATE BIG - high-quality product in the Skating category.,ROLLER SKATE BIG is a premium product designed for Skating training and matches. Ideal for athletes and sports enthusiasts.,999,,Skating,https://placehold.co/600x600/f5f5f5/333333.png?text=ROLLER%20SKATE%20BIG,10,yes,no,taxable,standard,
,simple,RUNNING-SHOES-SPIKE,RUNNING SHOES SPIKE,1,RUNNING SHOES SPIKE - high-quality product in the Athletics category.,RUNNING SHOES SPIKE is a premium product designed for Athletics training and matches. Ideal for athletes and sports enthusiasts.,999,,Athletics,https://placehold.co/600x600/f5f5f5/333333.png?text=RUNNING%20SHOES%20SPIKE,10,yes,no,taxable,standard,
,simple,SAIGA-DISCUSS-STEEL-RIM-2-KG,SAIGA DISCUSS STEEL RIM 2 KG,1,SAIGA DISCUSS STEEL RIM 2 KG - high-quality product in the Athletics category.,SAIGA DISCUSS STEEL RIM 2 KG is a premium product designed for Athletics training and matches. Ideal for athletes and sports enthusiasts.,999,,Athletics,https://placehold.co/600x600/f5f5f5/333333.png?text=SAIGA%20DISCUSS%20STEEL%20RIM%202%20KG,10,yes,no,taxable,standard,
,simple,SG-CR-SCORER-EDGE,SG CR SCORER EDGE,1,SG CR SCORER EDGE - high-quality product in the Cricket category.,SG CR SCORER EDGE is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=SG%20CR%20SCORER%20EDGE,10,yes,no,taxable,standard,
,simple,SG-CR-SHOE-FUSION,SG CR SHOE FUSION,1,SG CR SHOE FUSION - high-quality product in the Cricket category.,SG CR SHOE FUSION is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=SG%20CR%20SHOE%20FUSION,10,yes,no,taxable,standard,
,simple,SHIN-GUARD,SHIN GUARD,1,SHIN GUARD - high-quality product in the shin guard category.,SHIN GUARD is a premium product designed for shin guard training and matches. Ideal for athletes and sports enthusiasts.,999,,shin guard,https://placehold.co/600x600/f5f5f5/333333.png?text=SHIN%20GUARD,10,yes,no,taxable,standard,
,simple,SHORT-PUT-3KG,SHORT PUT 3KG,1,SHORT PUT 3KG - high-quality product in the Athletics category.,SHORT PUT 3KG is a premium product designed for Athletics training and matches. Ideal for athletes and sports enthusiasts.,999,,Athletics,https://placehold.co/600x600/f5f5f5/333333.png?text=SHORT%20PUT%203KG,10,yes,no,taxable,standard,
,simple,SHORTS-ADIDAS,SHORTS ADIDAS,1,SHORTS ADIDAS - high-quality product in the clothing category.,SHORTS ADIDAS is a premium product designed for clothing training and matches. Ideal for athletes and sports enthusiasts.,999,,clothing,https://placehold.co/600x600/f5f5f5/333333.png?text=SHORTS%20ADIDAS,10,yes,no,taxable,standard,
,simple,SHOT-PUT-5KG,SHOT PUT 5KG,1,SHOT PUT 5KG - high-quality product in the Athletics category.,SHOT PUT 5KG is a premium product designed for Athletics training and matches. Ideal for athletes and sports enthusiasts.,999,,Athletics,https://placehold.co/600x600/f5f5f5/333333.png?text=SHOT%20PUT%205KG,10,yes,no,taxable,standard,
,simple,SHUTTLECOCK-CHAMP-SPEED76,SHUTTLECOCK CHAMP SPEED76,1,SHUTTLECOCK CHAMP SPEED76 - high-quality Cork in the Badminton category.,SHUTTLECOCK CHAMP SPEED76 is a premium Cork designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Cork,https://placehold.co/600x600/f5f5f5/333333.png?text=SHUTTLECOCK%20CHAMP%20SPEED76,10,yes,no,taxable,standard,
,simple,SILAMBAM-5-6-FT,SILAMBAM 5.6 FT,1,SILAMBAM 5.6 FT - high-quality product in the silambam stick category.,SILAMBAM 5.6 FT is a premium product designed for silambam stick training and matches. Ideal for athletes and sports enthusiasts.,999,,silambam stick,https://placehold.co/600x600/f5f5f5/333333.png?text=SILAMBAM%205.6%20FT,10,yes,no,taxable,standard,
,simple,SILAMBAM-6-FT,SILAMBAM 6 FT,1,SILAMBAM 6 FT - high-quality product in the silambam stick category.,SILAMBAM 6 FT is a premium product designed for silambam stick training and matches. Ideal for athletes and sports enthusiasts.,999,,silambam stick,https://placehold.co/600x600/f5f5f5/333333.png?text=SILAMBAM%206%20FT,10,yes,no,taxable,standard,
,simple,SILAMBAM-COVER,SILAMBAM COVER,1,SILAMBAM COVER - high-quality product in the silambam cover category.,SILAMBAM COVER is a premium product designed for silambam cover training and matches. Ideal for athletes and sports enthusiasts.,999,,silambam cover,https://placehold.co/600x600/f5f5f5/333333.png?text=SILAMBAM%20COVER,10,yes,no,taxable,standard,
,simple,SKATING-ACCESSORIES-FULL-SET,SKATING ACCESSORIES FULL SET,1,SKATING ACCESSORIES FULL SET - high-quality product in the skating accessories category.,SKATING ACCESSORIES FULL SET is a premium product designed for skating accessories training and matches. Ideal for athletes and sports enthusiasts.,999,,skating accessories,https://placehold.co/600x600/f5f5f5/333333.png?text=SKATING%20ACCESSORIES%20FULL%20SET,10,yes,no,taxable,standard,
,simple,SKATING-GUARD,SKATING GUARD,1,SKATING GUARD - high-quality product in the skating category.,SKATING GUARD is a premium product designed for skating training and matches. Ideal for athletes and sports enthusiasts.,999,,skating,https://placehold.co/600x600/f5f5f5/333333.png?text=SKATING%20GUARD,10,yes,no,taxable,standard,
,simple,SKATING-HELMUT,SKATING HELMUT,1,SKATING HELMUT - high-quality product in the skating category.,SKATING HELMUT is a premium product designed for skating training and matches. Ideal for athletes and sports enthusiasts.,999,,skating,https://placehold.co/600x600/f5f5f5/333333.png?text=SKATING%20HELMUT,10,yes,no,taxable,standard,
,simple,SKATING-SHOE-JJ-JONEX,SKATING SHOE JJ JONEX,1,SKATING SHOE JJ JONEX - high-quality product in the skatin shoe category.,SKATING SHOE JJ JONEX is a premium product designed for skatin shoe training and matches. Ideal for athletes and sports enthusiasts.,999,,skatin shoe,https://placehold.co/600x600/f5f5f5/333333.png?text=SKATING%20SHOE%20JJ%20JONEX,10,yes,no,taxable,standard,
,simple,SKIPPING-ROPE,SKIPPING ROPE,1,SKIPPING ROPE - high-quality product in the skipping category.,SKIPPING ROPE is a premium product designed for skipping training and matches. Ideal for athletes and sports enthusiasts.,999,,skipping,https://placehold.co/600x600/f5f5f5/333333.png?text=SKIPPING%20ROPE,10,yes,no,taxable,standard,
,simple,SS-ABDOMN-GAURD,SS ABDOMN GAURD,1,SS ABDOMN GAURD - high-quality product in the abdominal guard category.,SS ABDOMN GAURD is a premium product designed for abdominal guard training and matches. Ideal for athletes and sports enthusiasts.,999,,abdominal guard,https://placehold.co/600x600/f5f5f5/333333.png?text=SS%20ABDOMN%20GAURD,10,yes,no,taxable,standard,
,simple,SS-C-BAT-K-W-MASTER-NO-6,SS C/BAT K/W MASTER NO 6,1,SS C/BAT K/W MASTER NO 6 - high-quality product in the Cricket category.,SS C/BAT K/W MASTER NO 6 is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=SS%20C%2FBAT%20K%2FW%20MASTER%20NO%206,10,yes,no,taxable,standard,
,simple,SS-CRICKET-BALL-TRUE-TEST,SS CRICKET BALL TRUE TEST,1,SS CRICKET BALL TRUE TEST - high-quality product in the cr/ball category.,SS CRICKET BALL TRUE TEST is a premium product designed for cr/ball training and matches. Ideal for athletes and sports enthusiasts.,999,,cr/ball,https://placehold.co/600x600/f5f5f5/333333.png?text=SS%20CRICKET%20BALL%20TRUE%20TEST,10,yes,no,taxable,standard,
,simple,STRETCH-BLACK,STRETCH BLACK,1,STRETCH BLACK - high-quality product in the Football category.,STRETCH BLACK is a premium product designed for Football training and matches. Ideal for athletes and sports enthusiasts.,999,,Football,https://placehold.co/600x600/f5f5f5/333333.png?text=STRETCH%20BLACK,10,yes,no,taxable,standard,
,simple,STRETCH-NAVY,STRETCH NAVY,1,STRETCH NAVY - high-quality product in the Football category.,STRETCH NAVY is a premium product designed for Football training and matches. Ideal for athletes and sports enthusiasts.,999,,Football,https://placehold.co/600x600/f5f5f5/333333.png?text=STRETCH%20NAVY,10,yes,no,taxable,standard,
,simple,SWIMMING-CAP-SR-108,SWIMMING CAP SR 108,1,SWIMMING CAP SR 108 - high-quality product in the swimming cap category.,SWIMMING CAP SR 108 is a premium product designed for swimming cap training and matches. Ideal for athletes and sports enthusiasts.,999,,swimming cap,https://placehold.co/600x600/f5f5f5/333333.png?text=SWIMMING%20CAP%20SR%20108,10,yes,no,taxable,standard,
,simple,SWITCH-BACK-PACK,SWITCH BACK PACK,1,SWITCH BACK PACK - high-quality product in the Cricket category.,SWITCH BACK PACK is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=SWITCH%20BACK%20PACK,10,yes,no,taxable,standard,
,simple,TAPE-PLASTICA-100-MTR,TAPE PLASTICA 100 MTR,1,TAPE PLASTICA 100 MTR - high-quality product in the Athletics category.,TAPE PLASTICA 100 MTR is a premium product designed for Athletics training and matches. Ideal for athletes and sports enthusiasts.,999,,Athletics,https://placehold.co/600x600/f5f5f5/333333.png?text=TAPE%20PLASTICA%20100%20MTR,10,yes,no,taxable,standard,
,simple,TENNIKOIT-RING-COLOUR,TENNIKOIT RING COLOUR,1,TENNIKOIT RING COLOUR - high-quality product in the Tennikoit category.,TENNIKOIT RING COLOUR is a premium product designed for Tennikoit training and matches. Ideal for athletes and sports enthusiasts.,999,,Tennikoit,https://placehold.co/600x600/f5f5f5/333333.png?text=TENNIKOIT%20RING%20COLOUR,10,yes,no,taxable,standard,
,simple,TENNIS-BALL,TENNIS BALL,1,TENNIS BALL - high-quality product in the Tennis/Cricket category.,TENNIS BALL is a premium product designed for Tennis/Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Tennis/Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=TENNIS%20BALL,10,yes,no,taxable,standard,
,simple,TENNIS-GLOVES-DRAGON,TENNIS GLOVES DRAGON,1,TENNIS GLOVES DRAGON - high-quality product in the Cricket category.,TENNIS GLOVES DRAGON is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=TENNIS%20GLOVES%20DRAGON,10,yes,no,taxable,standard,
,simple,THIGH-GUARD-MEN,THIGH GUARD MEN,1,THIGH GUARD MEN - high-quality product in the Cricket category.,THIGH GUARD MEN is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=THIGH%20GUARD%20MEN,10,yes,no,taxable,standard,
,simple,THIGH-PAD-CLUB-BOYS,THIGH PAD CLUB BOYS,1,THIGH PAD CLUB BOYS - high-quality product in the Cricket category.,THIGH PAD CLUB BOYS is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=THIGH%20PAD%20CLUB%20BOYS,10,yes,no,taxable,standard,
,simple,THROW-BALL,THROW BALL,1,THROW BALL - high-quality product in the Volley ball category.,THROW BALL is a premium product designed for Volley ball training and matches. Ideal for athletes and sports enthusiasts.,999,,Volley ball,https://placehold.co/600x600/f5f5f5/333333.png?text=THROW%20BALL,10,yes,no,taxable,standard,
,simple,TONING-TUBE-KAMATCHI,TONING TUBE KAMATCHI,1,TONING TUBE KAMATCHI - high-quality product in the Fitness category.,TONING TUBE KAMATCHI is a premium product designed for Fitness training and matches. Ideal for athletes and sports enthusiasts.,999,,Fitness,https://placehold.co/600x600/f5f5f5/333333.png?text=TONING%20TUBE%20KAMATCHI,10,yes,no,taxable,standard,
